Vaisala Hum,SGS Temp,SGS RAW
43.6,25.1,56543
43.6,25.2,56543
43.6,25.3,56543
43.6,25.3,56543
43.6,25.3,56542
43.6,25.2,56542
43.6,25.2,56542
43.6,25.2,56541
43.6,25.2,56541
43.6,25.1,56542
43.5,25.2,56542
43.5,25.2,56540
43.5,25.2,56539
43.5,25.2,56542
43.5,25.3,56541
43.5,25.3,56539
43.5,25.2,56538
43.5,25.2,56538
43.5,25.2,56538
43.5,25.2,56536
43.5,25.3,56538
43.5,25.3,56538
43.5,25.2,56539
43.6,25.2,56538
43.6,25.3,56539
43.6,25.3,56539
43.6,25.3,56540
43.6,25.2,56541
43.6,25.3,56541
43.6,25.2,56541
43.6,25.2,56542
43.6,25.2,56542
43.6,25.3,56541
43.6,25.3,56539
43.6,25.3,56539
43.6,25.2,56539
43.6,25.2,56537
43.5,25.2,56537
43.5,25.2,56537
43.5,25.2,56537
43.5,25.3,56535
43.4,25.3,56536
43.4,25.3,56538
43.4,25.3,56539
43.3,25.3,56537
43.3,25.3,56536
43.3,25.3,56535
43.2,25.2,56534
43.2,25.2,56534
43.2,25.2,56534
43.2,25.3,56534
43.1,25.3,56535
43.1,25.3,56534
43.1,25.2,56535
43.1,25.3,56534
43.1,25.3,56533
43.1,25.3,56532
43.1,25.2,56531
43.1,25.3,56531
43.1,25.3,56530
43,25.2,56530
43,25.2,56530
43,25.2,56530
43,25.3,56530
43,25.3,56531
43,25.3,56532
43,25.2,56533
43,25.2,56533
43,25.2,56533
43,25.3,56533
43,25.2,56533
42.9,25.2,56532
42.9,25.3,56533
42.9,25.3,56533
42.9,25.3,56533
42.9,25.3,56532
42.9,25.3,56532
42.9,25.3,56532
42.9,25.3,56531
42.9,25.3,56531
42.9,25.3,56531
42.9,25.2,56531
42.9,25.3,56530
42.8,25.2,56530
42.8,25.2,56529
42.8,25.2,56528
42.8,25.2,56527
42.8,25.3,56526
42.8,25.3,56530
42.8,25.2,56530
42.8,25.2,56530
42.8,25.2,56531
42.8,25.1,56532
42.8,25.1,56532
42.8,25.2,56531
42.8,25.2,56531
42.8,25.3,56531
42.8,25.2,56530
42.8,25.2,56530
42.8,25.2,56530
42.8,25.3,56530
42.8,25.3,56531
42.8,25.3,56533
42.8,25.2,56533
42.8,25.2,56532
42.8,25.2,56533
42.8,25.2,56532
42.8,25.2,56531
42.8,25.2,56529
42.8,25.2,56528
42.9,25.2,56528
42.9,25.2,56527
42.9,25.3,56528
42.9,25.3,56530
42.9,25.3,56533
42.9,25.2,56532
42.9,25.2,56533
42.9,25.2,56533
42.9,25.2,56533
43,25.2,56532
43,25.2,56532
43,25.3,56531
43,25.3,56530
43.1,25.3,56530
43.1,25.2,56528
43.1,25.1,56529
43.1,25.2,56529
43.1,25.2,56530
43.1,25.3,56530
43.1,25.3,56530
43.1,25.3,56529
43.1,25.2,56529
43.1,25.2,56530
43.1,25.3,56531
43,25.3,56530
43,25.3,56530
43,25.2,56531
43,25.2,56531
43,25.3,56532
43,25.4,56531
43,25.4,56529
43,25.3,56529
43,25.2,56530
43,25.2,56530
43,25.2,56530
43,25.2,56530
43,25.2,56529
43,25.2,56527
42.9,25.2,56527
42.9,25.2,56526
42.9,25.2,56526
42.9,25.2,56527
42.9,25.2,56527
42.9,25.2,56528
42.9,25.2,56531
42.9,25.3,56532
42.9,25.2,56534
42.9,25.3,56533
42.9,25.2,56533
42.9,25.2,56533
42.9,25.2,56533
42.9,25.3,56533
42.9,25.3,56535
42.9,25.2,56535
42.9,25.3,56534
42.9,25.3,56533
42.9,25.3,56532
42.9,25.2,56533
42.9,25.2,56531
42.9,25.2,56530
42.9,25.3,56528
42.9,25.3,56529
42.9,25.3,56528
42.9,25.3,56528
42.9,25.3,56530
42.9,25.4,56528
42.9,25.3,56528
42.9,25.3,56528
42.9,25.2,56528
42.9,25.2,56528
42.9,25.2,56527
42.9,25.2,56527
42.8,25.2,56528
42.8,25.2,56530
42.8,25.3,56529
42.8,25.2,56527
42.8,25.2,56530
42.8,25.2,56529
42.8,25.3,56529
42.8,25.2,56528
42.8,25.2,56528
42.8,25.2,56528
42.8,25.2,56527
42.8,25.2,56527
42.8,25.2,56527
42.7,25.3,56527
42.7,25.3,56527
42.7,25.3,56526
42.7,25.3,56525
42.7,25.3,56525
42.7,25.3,56524
42.6,25.2,56524
42.6,25.2,56524
42.6,25.2,56524
42.6,25.2,56524
42.6,25.2,56523
42.6,25.3,56524
42.6,25.2,56524
42.6,25.2,56526
42.6,25.2,56527
42.6,25.2,56528
42.6,25.2,56528
42.6,25.3,56529
42.7,25.2,56528
42.7,25.2,56528
42.7,25.2,56529
42.8,25.3,56528
42.8,25.3,56529
42.8,25.2,56528
42.8,25.2,56530
42.8,25.2,56529
42.9,25.2,56530
42.9,25.2,56529
42.9,25.2,56530
42.9,25.3,56529
42.9,25.3,56529
42.9,25.3,56527
42.9,25.2,56529
42.9,25.2,56528
42.9,25.2,56528
42.9,25.2,56527
42.9,25.2,56528
42.9,25.2,56526
42.9,25.3,56526
42.9,25.2,56526
42.9,25.2,56525
42.9,25.2,56526
42.9,25.2,56527
42.9,25.1,56526
42.9,25.2,56527
42.9,25.2,56528
42.9,25.2,56527
42.9,25.2,56527
42.9,25.2,56525
42.9,25.1,56524
42.9,25.1,56524
42.9,25.1,56526
42.9,25.1,56525
42.9,25.2,56526
42.9,25.2,56528
42.9,25.3,56528
42.9,25.2,56527
42.9,25.2,56528
43,25.2,56529
43,25.2,56530
43,25.3,56532
43.1,25.2,56532
43.1,25.2,56532
43.1,25.2,56532
43.3,25.2,56530
43.4,25.2,56531
43.4,25.1,56532
43.5,25.1,56534
43.6,25.2,56535
43.7,25.2,56536
43.7,25.2,56536
43.9,25.2,56537
43.9,25.1,56537
44,25.1,56536
44,25.1,56535
44.1,25.1,56536
44.2,25.1,56537
44.2,25.1,56538
44.3,25.1,56539
44.3,25.1,56541
44.4,25.2,56541
44.4,25.2,56540
44.5,25.1,56540
44.6,25.1,56541
44.7,25.2,56541
44.8,25.1,56541
44.9,25.1,56541
45,25.1,56543
45.1,25,56543
45.2,25.1,56543
45.3,25.1,56543
45.4,25,56543
45.5,25,56543
45.7,25.1,56543
45.9,25.1,56543
45.9,25.1,56544
46.1,25.1,56544
46.2,25,56545
46.2,25,56547
46.6,25,56548
46.8,25,56550
47,25,56550
47.1,25,56554
47.1,25,56556
47.4,25,56558
47.4,25.2,56559
47.8,25.2,56563
48.1,25.1,56566
48.5,25.1,56568
48.7,25,56573
49.1,25,56576
49.4,25,56581
49.7,25,56586
50.6,25,56592
50.6,25,56599
51.8,25,56606
52.5,25,56616
53.5,25,56625
54.5,25.1,56635
56.8,25.1,56647
57.7,25.1,56662
59.2,25.2,56674
62.3,25.2,56686
62.3,25.2,56704
65.5,25.1,56720
67.4,25.1,56733
67.4,25,56750
72.7,25,56758
74.9,25,56775
77,25,56790
77,25,56805
80.3,25,56820
83.7,25,56831
85.2,25.1,56843
85.2,25.1,56852
86.5,25.2,56857
88.2,25.3,56864
90.2,25.2,56870
90.2,25.2,56877
91.4,25.1,56884
92.3,25.2,56893
92.7,25.1,56902
93.3,25.2,56910
93.9,25.2,56912
94.3,25.2,56913
94.4,25.2,56913
94.6,25.2,56910
94.8,25.2,56911
94.9,25.2,56904
95,25.2,56907
95,25.2,56912
95,25.2,56913
94.9,25.3,56912
94.8,25.4,56916
94.6,25.4,56921
94.4,25.4,56923
94.1,25.4,56919
93.8,25.4,56918
93.5,25.4,56915
93.1,25.4,56912
92.5,25.4,56911
92.1,25.4,56909
91.7,25.4,56912
91.3,25.3,56912
91,25.4,56916
90.5,25.5,56919
89.8,25.4,56918
89.8,25.4,56915
89.1,25.3,56912
88.6,25.4,56909
88.2,25.4,56903
87.8,25.4,56905
87.3,25.3,56900
86.6,25.3,56901
86.2,25.3,56892
85.8,25.3,56888
85.4,25.4,56888
85,25.4,56890
84.6,25.3,56889
84.2,25.3,56885
83.8,25.3,56884
83.2,25.4,56884
82.8,25.4,56885
82.4,25.4,56882
82.2,25.4,56872
82.2,25.4,56871
81.6,25.4,56870
81.6,25.4,56866
80.7,25.4,56859
80.4,25.5,56852
80.1,25.4,56851
79.8,25.4,56847
79.8,25.4,56848
79.1,25.4,56847
79.1,25.5,56848
78.7,25.4,56845
78.7,25.4,56844
78,25.3,56844
77.7,25.4,56839
77.5,25.3,56837
77.3,25.3,56838
77.1,25.3,56840
76.8,25.3,56839
76.6,25.3,56841
76.4,25.4,56839
76.2,25.3,56838
76,25.3,56834
75.6,25.3,56838
75.4,25.4,56833
75.3,25.4,56826
75.3,25.3,56821
74.9,25.4,56816
74.8,25.3,56816
74.6,25.3,56816
74.5,25.3,56811
74.3,25.4,56808
74.3,25.4,56808
74.1,25.3,56809
73.9,25.3,56807
73.8,25.3,56806
73.7,25.3,56802
73.5,25.4,56802
73.3,25.4,56805
73.3,25.4,56803
73.1,25.3,56803
72.9,25.3,56803
72.9,25.3,56806
72.8,25.3,56804
72.6,25.3,56805
72.5,25.3,56802
72.4,25.3,56798
72.4,25.3,56793
72.1,25.4,56795
72.1,25.4,56796
72,25.4,56794
72,25.3,56796
71.8,25.3,56794
71.6,25.4,56794
71.6,25.4,56793
71.5,25.4,56789
71.4,25.3,56787
71.3,25.4,56788
71.3,25.3,56792
71.1,25.4,56793
71,25.4,56792
71,25.4,56793
70.9,25.3,56793
70.9,25.3,56794
70.7,25.3,56797
70.6,25.3,56797
70.6,25.3,56798
70.5,25.4,56798
70.4,25.4,56797
70.3,25.4,56794
70.3,25.4,56791
70.2,25.4,56790
70.2,25.4,56788
70.1,25.4,56787
70,25.4,56787
70,25.4,56786
69.9,25.4,56786
69.9,25.4,56787
69.8,25.3,56789
69.8,25.3,56789
69.8,25.4,56787
69.7,25.4,56785
69.6,25.3,56784
69.6,25.3,56784
69.5,25.3,56783
69.5,25.3,56782
69.5,25.4,56779
69.5,25.3,56778
69.4,25.4,56779
69.4,25.4,56778
69.4,25.4,56779
69.4,25.4,56780
69.4,25.4,56781
69.4,25.3,56782
69.4,25.3,56782
69.3,25.3,56784
69.3,25.3,56784
69.3,25.3,56783
69.4,25.4,56784
69.4,25.4,56785
69.4,25.4,56784
69.4,25.3,56787
69.4,25.3,56787
69.5,25.3,56788
69.5,25.3,56790
69.5,25.3,56789
69.6,25.3,56785
69.7,25.3,56788
69.7,25.3,56791
69.8,25.3,56793
69.9,25.3,56797
70,25.4,56801
70,25.4,56803
70.1,25.4,56803
70.3,25.4,56801
70.4,25.4,56800
70.6,25.3,56799
70.7,25.3,56795
70.8,25.3,56795
70.9,25.3,56796
71,25.3,56794
71.1,25.4,56797
71.4,25.4,56798
71.5,25.4,56800
71.6,25.3,56801
71.8,25.3,56801
71.9,25.3,56805
72,25.4,56808
72,25.4,56811
72.3,25.4,56812
72.5,25.4,56812
72.8,25.4,56815
72.9,25.3,56816
73.3,25.4,56817
73.3,25.4,56820
73.6,25.5,56822
73.8,25.4,56825
74.1,25.4,56828
74.3,25.4,56831
74.5,25.4,56832
74.7,25.4,56833
74.7,25.4,56832
75.1,25.5,56833
75.3,25.4,56835
75.4,25.5,56837
75.5,25.5,56839
75.8,25.5,56841
75.9,25.5,56839
76,25.5,56839
76,25.5,56841
76.1,25.5,56839
76.3,25.5,56842
76.3,25.5,56841
76.4,25.5,56845
76.4,25.5,56846
76.5,25.5,56849
76.5,25.5,56849
76.5,25.5,56850
76.5,25.5,56850
76.5,25.5,56848
76.5,25.5,56847
76.5,25.5,56847
76.5,25.5,56851
76.5,25.5,56851
76.5,25.5,56850
76.4,25.5,56851
76.4,25.6,56854
76.4,25.5,56853
76.2,25.4,56854
76.2,25.4,56852
76.1,25.5,56852
76,25.5,56851
75.9,25.5,56849
75.8,25.5,56847
75.7,25.5,56848
75.6,25.5,56848
75.5,25.5,56845
75.4,25.4,56847
75.2,25.4,56846
75.1,25.5,56847
75.1,25.5,56848
75.1,25.5,56847
74.9,25.5,56847
74.8,25.5,56844
74.7,25.5,56840
74.6,25.5,56840
74.6,25.5,56841
74.5,25.5,56839
74.4,25.5,56837
74.3,25.5,56838
74.3,25.5,56836
74.2,25.5,56836
74.2,25.5,56833
74,25.5,56836
74,25.5,56838
73.9,25.5,56838
73.8,25.5,56839
73.7,25.5,56835
73.7,25.5,56830
73.6,25.5,56828
73.6,25.5,56828
73.5,25.4,56831
73.5,25.5,56832
73.4,25.5,56834
73.3,25.4,56832
73.3,25.4,56831
73.3,25.5,56834
73.2,25.5,56834
73.2,25.4,56835
73.2,25.4,56834
73.2,25.4,56835
73.2,25.5,56838
73.3,25.4,56842
73.3,25.5,56842
73.4,25.5,56841
73.6,25.5,56839
74,25.5,56841
74.3,25.4,56844
74.6,25.4,56850
75,25.4,56853
75.5,25.5,56853
76,25.5,56856
76.6,25.5,56865
77.3,25.4,56869
78,25.4,56871
78.8,25.4,56881
79.6,25.4,56885
80.5,25.4,56887
82.3,25.5,56890
83.2,25.4,56900
84,25.5,56906
84.8,25.5,56908
85.3,25.5,56916
86.2,25.5,56922
86.9,25.6,56924
88,25.6,56931
88.7,25.6,56936
89,25.6,56938
89.6,25.7,56939
90,25.6,56942
90.4,25.6,56951
90.8,25.4,56956
91,25.5,56957
91.3,25.5,56958
91.7,25.7,56959
91.8,25.7,56959
91.9,25.6,56959
91.9,25.6,56958
92,25.6,56958
92,25.7,56957
92,25.7,56958
91.9,25.7,56957
91.9,25.8,56956
91.6,25.8,56959
91.6,25.7,56961
91,25.7,56964
91,25.7,56964
90.5,25.7,56961
90.3,25.7,56958
90.3,25.7,56957
89.5,25.6,56958
89.2,25.6,56959
88.9,25.6,56956
88.6,25.7,56951
88.6,25.7,56951
87.8,25.7,56951
87.5,25.6,56954
87.3,25.6,56956
87,25.7,56952
86.7,25.7,56949
86,25.7,56947
86,25.7,56945
85.5,25.7,56944
85.5,25.8,56944
85,25.7,56941
84.5,25.7,56938
84.2,25.6,56932
83.9,25.7,56927
83.7,25.7,56922
83.5,25.7,56920
83.1,25.7,56919
83.1,25.6,56918
82.8,25.5,56915
82.5,25.6,56915
82.5,25.6,56911
82.1,25.6,56911
81.9,25.6,56913
81.7,25.6,56914
81.6,25.5,56915
81.4,25.5,56909
81.3,25.5,56909
81.2,25.5,56908
81.2,25.6,56906
81,25.7,56907
81,25.7,56910
80.8,25.6,56911
80.7,25.7,56913
80.6,25.6,56913
80.6,25.6,56914
80.6,25.6,56911
80.5,25.6,56910
80.5,25.5,56906
80.5,25.5,56907
80.5,25.6,56910
80.6,25.6,56912
80.6,25.5,56910
80.9,25.6,56911
81.1,25.5,56914
81.3,25.5,56914
81.8,25.5,56915
82.1,25.5,56916
82.4,25.5,56918
82.8,25.5,56923
83,25.6,56928
83.4,25.6,56930
84.1,25.6,56934
84.4,25.6,56934
84.7,25.6,56935
85.1,25.7,56939
85.5,25.7,56941
85.9,25.7,56942
86.3,25.7,56947
86.7,25.6,56950
87.5,25.6,56953
87.8,25.6,56954
88.1,25.6,56954
88.4,25.7,56958
88.6,25.7,56962
88.8,25.7,56962
89.1,25.7,56966
89.5,25.6,56968
89.6,25.5,56971
89.8,25.6,56969
89.9,25.6,56969
90,25.6,56969
90,25.5,56971
90.2,25.6,56973
90.3,25.6,56972
90.3,25.6,56971
90.3,25.6,56971
90.3,25.6,56971
90.3,25.7,56971
90.3,25.6,56971
90.2,25.7,56969
90.2,25.7,56971
90,25.6,56970
89.9,25.6,56971
89.9,25.6,56971
89.6,25.6,56974
89.4,25.6,56975
89.2,25.7,56977
89,25.7,56977
88.9,25.7,56978
88.9,25.7,56976
88.6,25.7,56976
88.4,25.7,56977
88.3,25.6,56977
88.1,25.7,56977
88,25.7,56976
87.6,25.8,56977
87.5,25.7,56981
87.5,25.7,56977
87.4,25.7,56977
87.1,25.6,56976
86.8,25.6,56977
86.8,25.7,56970
86.7,25.6,56968
86.5,25.6,56970
86.5,25.7,56973
86.3,25.7,56971
86.2,25.7,56973
86.1,25.7,56971
86.1,25.7,56970
86,25.7,56970
86,25.7,56967
86,25.7,56967
86,25.7,56967
85.9,25.7,56970
85.9,25.7,56969
86,25.7,56970
86,25.7,56974
86,25.7,56972
86.1,25.7,56973
86.2,25.7,56977
86.4,25.6,56978
86.6,25.7,56979
86.7,25.6,56979
86.7,25.5,56980
87,25.5,56975
87.1,25.5,56976
87.4,25.6,56977
87.6,25.6,56977
87.8,25.7,56979
88,25.7,56979
88.1,25.8,56978
88.3,25.7,56982
88.4,25.8,56984
88.6,25.7,56985
88.8,25.7,56984
88.9,25.6,56983
89.1,25.6,56987
89.3,25.6,56991
89.4,25.6,56993
89.5,25.6,56992
89.6,25.6,56990
89.7,25.6,56990
89.8,25.6,56991
89.9,25.7,56988
90.1,25.7,56994
90.1,25.8,56997
90.2,25.7,57003
90.2,25.8,57003
90.2,25.8,57003
90.2,25.7,57002
90.3,25.8,57001
90.3,25.8,56995
90.3,25.8,56992
90.3,25.7,56992
90.3,25.7,56995
90.3,25.7,56994
90.2,25.7,56995
90.2,25.6,56994
90.2,25.7,56992
90.1,25.7,56993
90.1,25.7,56992
90,25.8,56991
89.9,25.7,56989
89.8,25.7,56992
89.8,25.6,56994
89.6,25.7,56998
89.5,25.7,56993
89.5,25.7,56991
89.3,25.6,56991
89.2,25.6,56986
89.1,25.7,56988
89.1,25.7,56988
89,25.8,56990
88.9,25.7,56991
88.8,25.8,56992
88.7,25.7,56996
88.7,25.7,56995
88.6,25.7,57001
88.6,25.7,56997
88.6,25.7,56995
88.6,25.7,56998
88.6,25.7,56999
88.5,25.7,56995
88.5,25.7,56991
88.5,25.7,56993
88.5,25.7,56992
88.5,25.7,56992
88.5,25.7,56993
88.5,25.7,56996
88.6,25.7,56994
88.6,25.7,56996
88.6,25.7,56994
88.7,25.7,56998
88.8,25.7,56995
88.9,25.7,56997
89,25.7,56999
89.1,25.7,57001
89.1,25.7,57002
89.2,25.7,57004
89.4,25.7,57008
89.5,25.7,57007
89.5,25.7,57006
89.6,25.6,57003
89.7,25.6,57003
89.7,25.7,57001
89.9,25.7,57006
90,25.7,57008
90,25.7,57007
90.1,25.7,57011
90.2,25.7,57016
90.2,25.8,57018
90.3,25.8,57013
90.3,25.8,57008
90.4,25.8,57007
90.4,25.7,57008
90.5,25.7,57010
90.5,25.7,57009
90.6,25.7,57011
90.6,25.7,57010
90.6,25.7,57009
90.6,25.7,57014
90.6,25.7,57020
90.6,25.8,57017
90.6,25.8,57015
90.7,25.8,57013
90.7,25.7,57015
90.7,25.7,57017
90.7,25.7,57016
90.7,25.8,57017
90.6,25.8,57014
90.6,25.8,57019
90.6,25.7,57018
90.6,25.7,57020
90.6,25.7,57015
90.6,25.7,57013
90.5,25.7,57017
90.5,25.8,57019
90.5,25.8,57020
90.4,25.8,57018
90.4,25.7,57021
90.3,25.7,57022
90.3,25.7,57024
90.3,25.7,57023
90.3,25.7,57018
90.2,25.8,57021
90.2,25.7,57025
90.2,25.7,57027
90.1,25.7,57021
90.1,25.8,57015
90.1,25.8,57013
90.1,25.8,57014
90.1,25.8,57015
90.1,25.8,57017
90.1,25.8,57019
90,25.7,57018
90,25.7,57020
90.1,25.6,57020
90.1,25.6,57023
90.1,25.6,57017
90.1,25.7,57022
90.1,25.7,57022
90.1,25.7,57021
90.1,25.7,57019
90.2,25.7,57017
90.2,25.7,57015
90.2,25.7,57018
90.2,25.7,57020
90.3,25.7,57016
90.3,25.7,57021
90.4,25.8,57024
90.4,25.7,57029
90.5,25.7,57027
90.5,25.7,57028
90.5,25.7,57029
90.5,25.7,57033
90.6,25.7,57034
90.6,25.7,57037
90.7,25.7,57036
90.7,25.7,57032
90.7,25.7,57031
90.8,25.7,57034
90.8,25.8,57035
90.9,25.8,57033
90.9,25.8,57031
90.9,25.7,57029
90.9,25.7,57032
90.9,25.8,57030
90.9,25.7,57031
90.9,25.7,57032
90.9,25.7,57031
90.9,25.7,57032
90.9,25.7,57031
90.9,25.7,57031
90.9,25.7,57035
90.9,25.7,57031
90.9,25.7,57030
90.9,25.8,57032
90.9,25.7,57031
90.9,25.7,57034
90.9,25.7,57032
90.9,25.6,57035
90.9,25.7,57034
90.9,25.7,57034
90.9,25.7,57029
90.9,25.8,57033
90.9,25.8,57038
90.9,25.8,57036
90.9,25.8,57035
90.8,25.7,57033
90.8,25.7,57032
90.8,25.7,57029
90.8,25.7,57032
90.8,25.7,57028
90.8,25.7,57028
90.7,25.7,57027
90.7,25.7,57026
90.7,25.7,57030
90.6,25.8,57031
90.6,25.7,57027
90.5,25.7,57030
90.5,25.7,57032
90.5,25.7,57033
90.5,25.7,57034
90.5,25.7,57037
90.4,25.7,57038
90.4,25.7,57037
90.3,25.7,57036
90.3,25.7,57036
90.3,25.7,57035
90.3,25.7,57038
90.3,25.7,57039
90.3,25.7,57040
90.3,25.7,57038
90.3,25.7,57038
90.3,25.7,57038
90.3,25.7,57037
90.3,25.7,57038
90.3,25.7,57037
90.3,25.7,57034
90.3,25.7,57033
90.3,25.7,57036
90.4,25.7,57030
90.5,25.6,57030
90.5,25.6,57035
90.5,25.7,57032
90.6,25.7,57034
90.6,25.7,57035
90.7,25.7,57037
90.7,25.7,57039
90.7,25.6,57039
90.8,25.7,57039
90.8,25.6,57040
90.9,25.7,57036
91,25.7,57036
91,25.7,57038
91.1,25.7,57045
91.1,25.7,57048
91.2,25.7,57044
91.2,25.7,57043
91.2,25.8,57049
91.3,25.7,57043
91.3,25.7,57046
91.3,25.7,57042
91.4,25.7,57046
91.4,25.7,57044
91.5,25.7,57046
91.5,25.7,57044
91.5,25.7,57048
91.5,25.7,57045
91.5,25.7,57046
91.6,25.7,57050
91.6,25.7,57045
91.6,25.7,57049
91.6,25.7,57052
91.6,25.7,57049
91.6,25.8,57053
91.7,25.8,57052
91.7,25.7,57048
91.7,25.7,57051
91.7,25.7,57051
91.7,25.7,57053
91.7,25.7,57055
91.7,25.7,57054
91.7,25.7,57053
91.7,25.7,57054
91.7,25.7,57057
91.7,25.7,57061
91.6,25.7,57061
91.6,25.7,57053
91.6,25.7,57053
91.6,25.6,57058
91.6,25.7,57052
91.6,25.7,57056
91.5,25.7,57052
91.5,25.8,57059
91.5,25.7,57054
91.5,25.7,57055
91.4,25.7,57049
91.4,25.7,57048
91.4,25.7,57044
91.4,25.7,57044
91.3,25.7,57047
91.3,25.7,57042
91.3,25.7,57048
91.3,25.8,57043
91.3,25.7,57043
91.3,25.7,57039
91.3,25.7,57048
91.3,25.6,57052
91.3,25.7,57052
91.3,25.7,57052
91.3,25.7,57053
91.3,25.7,57056
91.3,25.7,57058
91.3,25.7,57060
91.3,25.7,57062
91.3,25.7,57060
91.3,25.7,57063
91.3,25.7,57060
91.4,25.7,57056
91.4,25.7,57053
91.4,25.7,57062
91.4,25.7,57060
91.5,25.7,57057
91.5,25.7,57064
91.5,25.7,57052
91.6,25.7,57060
91.6,25.7,57055
91.6,25.7,57055
91.7,25.6,57058
91.7,25.7,57062
91.7,25.8,57060
91.7,25.8,57058
91.7,25.7,57058
91.8,25.7,57058
91.8,25.7,57053
91.8,25.7,57051
91.8,25.7,57055
91.9,25.7,57060
91.9,25.7,57058
91.9,25.7,57061
91.9,25.8,57064
91.9,25.8,57058
91.9,25.7,57059
91.9,25.7,57057
91.9,25.7,57066
92,25.7,57068
92,25.7,57065
92,25.7,57071
92,25.7,57063
92,25.7,57061
92,25.7,57063
92,25.6,57061
92,25.7,57055
92.1,25.6,57061
92.1,25.7,57064
92.1,25.7,57070
92.1,25.8,57068
92.1,25.8,57064
92.1,25.7,57070
92.1,25.8,57065
92.1,25.8,57067
92.1,25.8,57065
92.1,25.7,57067
92.1,25.6,57067
92.1,25.7,57068
92.1,25.7,57068
92.1,25.7,57070
92.1,25.7,57065
92.1,25.7,57068
92.1,25.7,57066
92.1,25.7,57064
92.1,25.7,57064
92.1,25.8,57064
92.1,25.8,57064
92.1,25.8,57063
92,25.7,57060
92,25.8,57065
92,25.8,57061
92,25.7,57060
92,25.8,57063
92,25.7,57063
92,25.7,57070
92,25.7,57067
92,25.7,57065
92,25.7,57064
92,25.7,57070
91.9,25.8,57065
91.9,25.7,57068
91.9,25.8,57065
91.9,25.8,57065
91.9,25.8,57065
91.9,25.8,57069
91.9,25.7,57065
91.9,25.7,57065
91.9,25.7,57062
91.9,25.7,57066
91.9,25.7,57064
91.9,25.6,57059
91.9,25.6,57058
91.8,25.7,57065
91.8,25.8,57065
91.8,25.7,57065
91.8,25.7,57063
91.8,25.7,57059
91.8,25.7,57069
91.8,25.7,57071
91.8,25.7,57072
91.8,25.7,57074
91.8,25.7,57075
91.8,25.6,57074
91.9,25.7,57076
91.9,25.7,57073
91.9,25.8,57073
91.9,25.8,57077
91.9,25.8,57074
91.9,25.7,57068
91.9,25.7,57067
91.9,25.7,57063
91.9,25.7,57067
92,25.7,57066
92,25.6,57064
92,25.6,57065
92,25.6,57069
92,25.7,57067
92.1,25.7,57068
92.1,25.7,57073
92.1,25.7,57074
92.2,25.7,57082
92.2,25.7,57078
92.2,25.7,57069
92.2,25.7,57077
92.2,25.6,57073
92.3,25.7,57072
92.3,25.7,57075
92.3,25.7,57074
92.3,25.7,57071
92.3,25.7,57076
92.3,25.7,57070
92.3,25.6,57075
92.3,25.7,57074
92.3,25.7,57076
92.3,25.7,57077
92.1,25.7,57075
92.1,25.8,57071
92,25.7,57071
92,25.7,57068
91.7,25.7,57072
91.5,25.7,57076
91.5,25.7,57075
91.4,25.7,57077
91.1,25.7,57077
91,25.7,57074
90.7,25.7,57070
90.4,25.7,57066
90.2,25.6,57060
90,25.6,57057
89.8,25.7,57059
89.8,25.6,57060
89.6,25.7,57060
89.2,25.6,57060
89.2,25.6,57062
88.6,25.5,57061
88.4,25.6,57062
88.1,25.7,57053
87.9,25.7,57052
87.9,25.6,57050
87.6,25.6,57048
87.6,25.6,57045
87,25.5,57045
86.8,25.6,57051
86.7,25.6,57050
86.5,25.6,57051
86.1,25.5,57047
86,25.6,57043
85.8,25.6,57043
85.8,25.6,57042
85.6,25.6,57038
85.3,25.6,57040
85.1,25.6,57034
84.9,25.5,57029
84.7,25.5,57027
84.5,25.5,57024
84.4,25.5,57022
84.4,25.5,57026
84.1,25.4,57024
83.8,25.4,57025
83.7,25.4,57017
83.7,25.5,57014
83.3,25.5,57015
83.2,25.5,57013
83.1,25.5,57011
83,25.4,57012
82.9,25.5,57011
82.8,25.5,57010
82.8,25.5,57009
82.7,25.5,57008
82.5,25.5,57006
82.5,25.5,57004
82.4,25.4,57003
82.4,25.5,57001
82.4,25.5,57001
82.3,25.4,57002
82.3,25.4,57003
82.3,25.4,57005
82.3,25.4,57004
82.3,25.5,57003
82.3,25.4,57004
82.3,25.4,57004
82.3,25.5,57003
82.4,25.5,57002
82.4,25.5,57003
82.6,25.5,57002
82.8,25.5,57004
82.9,25.5,57006
83.1,25.5,57008
83.3,25.4,57007
83.3,25.4,57011
83.8,25.4,57013
84.1,25.4,57016
84.6,25.4,57017
84.8,25.4,57018
85,25.5,57019
85,25.4,57017
85.6,25.4,57015
86,25.4,57018
86.3,25.4,57020
86.9,25.4,57023
87.2,25.5,57023
87.5,25.5,57025
87.7,25.4,57027
88,25.5,57028
88.4,25.5,57032
88.7,25.6,57034
88.9,25.5,57034
89.5,25.5,57035
89.7,25.4,57033
90,25.5,57037
90.2,25.5,57040
90.4,25.5,57045
90.7,25.4,57047
90.8,25.5,57047
91,25.5,57050
91.2,25.5,57053
91.3,25.5,57050
91.4,25.5,57050
91.5,25.5,57054
91.6,25.6,57054
91.6,25.5,57056
91.7,25.6,57057
91.7,25.6,57053
91.7,25.6,57057
91.7,25.6,57057
91.8,25.6,57058
91.8,25.6,57060
91.8,25.6,57058
91.7,25.6,57059
91.7,25.5,57057
