Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 Hum,SGS 2 Temp,SGS 2 RAW,SGS 2 Calc
11:56:44,53.1,22.71,52.5,22.7,56.3,22.8,532323,26813.26,35.3,23,546892,12860.18
11:56:45,53.13,22.71,52.5,22.7,56.3,22.8,532319,26813.04,35.4,23,546892,12860.18
11:56:46,53.17,22.71,52.5,22.7,56.3,22.8,532315,26812.81,35.4,23,546889,12860.1
11:56:47,53.18,22.71,52.5,22.7,56.4,22.8,532311,26812.59,35.5,23,546887,12860.05
11:56:48,53.19,22.71,52.5,22.7,56.4,22.8,532307,26812.36,35.5,23,546883,12859.95
11:56:49,53.2,22.71,52.5,22.7,56.4,22.8,532303,26812.14,35.5,23,546883,12859.95
11:56:50,53.21,22.71,52.5,22.7,56.4,22.8,532298,26811.86,35.4,23,546881,12859.89
11:56:51,53.24,22.71,52.5,22.7,56.4,22.8,532295,26811.69,35.3,23,546876,12859.76
11:56:52,53.28,22.71,52.5,22.7,56.5,22.8,532292,26811.52,35.4,23,546877,12859.79
11:56:53,53.32,22.71,52.5,22.7,56.5,22.7,532290,26811.41,35.3,23,546872,12859.66
11:56:54,53.35,22.71,52.5,22.7,56.5,22.7,532284,26811.07,35.4,22.9,546873,12859.68
11:56:55,53.35,22.71,52.5,22.7,56.5,22.7,532282,26810.96,35.5,22.9,546872,12859.66
11:56:56,53.37,22.71,52.5,22.7,56.5,22.7,532280,26810.84,35.7,22.9,546872,12859.66
11:56:57,53.41,22.71,52.5,22.7,56.6,22.7,532276,26810.62,35.8,22.9,546871,12859.63
11:56:58,53.45,22.71,52.5,22.7,56.6,22.7,532275,26810.56,35.9,23,546867,12859.53
11:56:59,53.51,22.71,52.6,22.7,56.6,22.7,532271,26810.34,36,23,546865,12859.47
11:57:00,53.51,22.71,52.6,22.7,56.6,22.7,532271,26810.34,36,23,546868,12859.55
11:57:01,53.41,22.71,52.6,22.7,56.6,22.7,532283,26811.01,36,23,546883,12859.95
11:57:02,53.21,22.71,52.6,22.7,56.6,22.7,532308,26812.42,35.9,23,546901,12860.42
11:57:03,52.98,22.72,52.6,22.7,56.6,22.7,532331,26813.71,35.7,23.1,546919,12860.89
11:57:04,52.73,22.71,52.6,22.7,56.6,22.8,532364,26815.57,35.6,23.1,546928,12861.13
11:57:05,52.47,22.71,52.6,22.7,56.5,22.8,532391,26817.08,35.1,23,546951,12861.73
11:57:06,52.24,22.71,52.5,22.7,56.4,22.8,532419,26818.66,35,23,546958,12861.92
11:57:07,52.08,22.71,52.4,22.7,56.3,22.8,532441,26819.9,34.8,22.9,546966,12862.13
11:57:08,51.92,22.71,52.3,22.7,56.2,22.8,532463,26821.13,34.7,22.9,546979,12862.47
11:57:09,51.83,22.71,52.2,22.7,56,22.7,532471,26821.58,34.6,22.9,546978,12862.44
11:57:10,51.76,22.7,52,22.7,55.9,22.7,532486,26822.43,34.5,22.8,546980,12862.49
11:57:11,51.75,22.7,51.9,22.7,55.8,22.7,532491,26822.71,34.5,22.8,546977,12862.41
11:57:12,51.82,22.7,51.9,22.7,55.7,22.7,532495,26822.93,34.6,22.8,546974,12862.34
11:57:13,51.86,22.69,51.8,22.7,55.7,22.7,532492,26822.76,34.7,22.8,546968,12862.18
11:57:14,51.93,22.69,51.8,22.7,55.6,22.7,532484,26822.31,34.8,22.9,546958,12861.92
11:57:15,52.04,22.69,51.7,22.7,55.6,22.7,532474,26821.75,34.8,22.8,546953,12861.78
11:57:16,52.17,22.68,51.7,22.7,55.6,22.7,532462,26821.08,34.9,22.8,546942,12861.5
11:57:17,52.34,22.68,51.7,22.7,55.6,22.7,532450,26820.4,35,22.9,546931,12861.21
11:57:18,52.48,22.68,51.7,22.7,55.6,22.7,532433,26819.45,35.1,22.8,546916,12860.81
11:57:19,52.65,22.67,51.7,22.7,55.6,22.7,532415,26818.43,35.3,22.8,546905,12860.52
11:57:20,52.83,22.67,51.8,22.7,55.7,22.7,532397,26817.42,35.4,22.8,546894,12860.24
11:57:21,53.02,22.67,51.9,22.7,55.8,22.7,532376,26816.24,35.6,22.8,546883,12859.95
11:57:22,53.2,22.67,52.1,22.7,55.8,22.7,532354,26815,35.8,22.8,546872,12859.66
11:57:23,53.42,22.66,52.2,22.7,55.9,22.7,532343,26814.39,36,22.8,546858,12859.29
11:57:24,53.6,22.66,52.3,22.7,56,22.7,532314,26812.76,36.2,22.8,546842,12858.87
11:57:25,53.78,22.66,52.4,22.7,56.1,22.7,532291,26811.46,36.5,22.8,546829,12858.53
11:57:26,53.99,22.66,52.6,22.7,56.2,22.7,532277,26810.67,36.7,22.9,546815,12858.16
11:57:27,54.17,22.65,52.7,22.7,56.3,22.7,532255,26809.44,36.9,22.8,546801,12857.79
11:57:28,54.36,22.65,53,22.7,56.4,22.7,532230,26808.03,37.1,22.8,546785,12857.37
11:57:29,54.54,22.65,53.1,22.7,56.5,22.7,532206,26806.68,37.3,22.8,546774,12857.09
11:57:30,54.73,22.65,53.3,22.7,56.6,22.7,532183,26805.39,37.6,22.8,546760,12856.72
11:57:31,54.94,22.64,53.4,22.7,56.7,22.7,532163,26804.27,37.8,22.9,546746,12856.35
11:57:32,55.13,22.64,53.8,22.6,56.9,22.7,532136,26802.75,38,22.8,546731,12855.96
11:57:33,55.3,22.63,54,22.6,57,22.7,532113,26801.45,38.3,22.8,546719,12855.64
11:57:34,55.46,22.63,54.4,22.6,57.1,22.7,532093,26800.33,38.5,22.9,546706,12855.3
11:57:35,55.6,22.63,54.4,22.6,57.2,22.7,532065,26798.76,38.7,22.9,546696,12855.04
11:57:36,55.78,22.62,54.5,22.6,57.4,22.7,532047,26797.74,38.9,22.9,546683,12854.7
11:57:37,55.96,22.62,54.9,22.6,57.5,22.7,532024,26796.45,39.1,22.9,546673,12854.43
11:57:38,56.13,22.61,54.9,22.6,57.6,22.7,532000,26795.1,39.3,22.8,546662,12854.15
11:57:39,56.3,22.61,55.2,22.6,57.7,22.7,531978,26793.86,39.5,22.8,546646,12853.73
11:57:40,56.47,22.61,55.4,22.6,57.8,22.7,531957,26792.68,39.7,22.8,546636,12853.46
11:57:41,56.64,22.6,55.6,22.6,57.9,22.7,531935,26791.45,39.9,22.8,546620,12853.04
11:57:42,56.78,22.6,55.9,22.6,58.1,22.7,531914,26790.27,40.1,22.7,546613,12852.86
11:57:43,56.92,22.59,55.9,22.6,58.2,22.7,531891,26788.97,40.4,22.7,546601,12852.54
11:57:44,57.07,22.59,56.1,22.6,58.3,22.7,531868,26787.68,40.7,22.7,546593,12852.33
11:57:45,57.2,22.59,56.4,22.6,58.4,22.7,531845,26786.39,40.9,22.7,546583,12852.07
11:57:46,57.33,22.58,56.6,22.6,58.5,22.7,531821,26785.04,41.2,22.7,546570,12851.73
11:57:47,57.48,22.57,56.7,22.6,58.6,22.7,531798,26783.74,41.4,22.7,546564,12851.57
11:57:48,57.6,22.57,56.9,22.6,58.7,22.6,531781,26782.79,41.6,22.7,546553,12851.28
11:57:49,57.71,22.56,57.1,22.6,58.9,22.6,531761,26781.66,41.8,22.7,546544,12851.05
11:57:50,57.79,22.56,57.1,22.6,59,22.6,531746,26780.82,41.9,22.7,546543,12851.02
11:57:51,57.88,22.55,57.4,22.5,59.1,22.6,531730,26779.92,42.1,22.8,546537,12850.86
11:57:52,57.96,22.54,57.5,22.5,59.2,22.6,531713,26778.96,42.2,22.8,546535,12850.81
11:57:53,58.02,22.53,57.6,22.5,59.3,22.6,531694,26777.9,42.3,22.8,546530,12850.68
11:57:54,58.08,22.53,57.7,22.5,59.3,22.5,531682,26777.22,42.3,22.8,546531,12850.71
11:57:55,58.13,22.52,57.9,22.5,59.4,22.5,531674,26776.77,42.4,22.8,546527,12850.6
11:57:56,58.15,22.51,58,22.5,59.5,22.5,531677,26776.94,42.4,22.8,546526,12850.57
11:57:57,58.15,22.5,58,22.5,59.6,22.5,531672,26776.66,42.4,22.8,546524,12850.52
11:57:58,58.16,22.49,58.1,22.5,59.6,22.5,531674,26776.77,42.4,22.8,546527,12850.6
11:57:59,58.15,22.49,58.2,22.5,59.7,22.5,531673,26776.71,42.4,22.8,546530,12850.68
11:58:00,58.16,22.48,58.2,22.5,59.7,22.5,531673,26776.71,42.5,22.8,546530,12850.68
11:58:01,58.16,22.46,58.3,22.5,59.7,22.5,531672,26776.66,42.5,22.7,546533,12850.76
11:58:02,58.13,22.46,58.3,22.4,59.8,22.5,531672,26776.66,42.5,22.7,546535,12850.81
11:58:03,58.08,22.45,58.3,22.4,59.8,22.5,531673,26776.71,42.5,22.7,546538,12850.89
11:58:04,58.03,22.44,58.4,22.4,59.8,22.5,531674,26776.77,42.5,22.6,546545,12851.07
11:58:05,57.99,22.43,58.4,22.4,59.8,22.5,531673,26776.71,42.5,22.6,546548,12851.15
11:58:06,57.92,22.41,58.4,22.4,59.8,22.5,531675,26776.83,42.5,22.6,546557,12851.39
11:58:07,57.84,22.4,58.4,22.4,59.8,22.5,531675,26776.83,42.5,22.6,546559,12851.44
11:58:08,57.77,22.4,58.4,22.4,59.8,22.5,531677,26776.94,42.5,22.6,546569,12851.7
11:58:09,57.66,22.39,58.4,22.4,59.7,22.5,531686,26777.45,42.5,22.6,546576,12851.89
11:58:10,57.55,22.38,58.4,22.3,59.7,22.5,531693,26777.84,42.4,22.6,546583,12852.07
11:58:11,57.43,22.37,58.3,22.3,59.7,22.4,531713,26778.96,42.3,22.5,546592,12852.31
